ReqComments,ID,Title,HP Surgeon,Date of HP Surgery,PI,LabTracks Requestor,Procedure,Surgery Status,Project ID,IACUC Protocol,DateRangeStart,DateRangeEnd,Light Cycle,LIMs Required,Lims Project Code,LIMStaskflow,LabTracks Group,MID,Pedigree Name,Cage,Sex,Date of Birth,HP Work Station,HP Weight before,HP Weight after,HP Iso Duration,HP Recovery,HP Iso Level,Headpost Type,HP Location,Bregma to Lambda,HP Perferations,HP M/L,HP A/P,HP Diameter,HP Durotomy,Previously Injected,1st Round Inj Surgeon,Date 1st Round Injections,1st Round Inj Workstation,1st Round Inj Weight Before,1st Round Inj Weight After,1st Round Inj Iso Duration,1st Round Inj Iso Level,1st Inj Recovery,2nd Round Inj Surgeon,Date 2nd Round Injections,2nd Round Workstation,2nd Round Inj Weight Before,2nd Round Inj Weight After,2nd Round Inj Iso Duration,2nd Round Inj Iso Level,2nd Inj REcovery,Inj1Round,Inj1VirusStrain,Inj1StorageLocation,Inj 1 Hemisphere,Inj 1 A/P,Inj 1 M/L,Inj 1 D/V,Inj1Type,Inj1Vol,Inj1LenghtofTime,Inj1Current,Inj1AlternatingTime,Inj2Round,Inj2VirusStrain,Inj2StorageLocation,Inj 2 Hemisphere,Inj 2 A/P,Inj 2 M/L,Inj 2 D/V,Inj2Type,Inj2Vol,Inj2LenghtofTime,Inj2Current,Inj2AlternatingTime,Durotomy,Edema (Swelling),Sinus Bleed,Window Clarity,Contusion,Hematoma,Laceration,During 1st Injection,After 1st Injection,1stRoundIontoIssue,During 2nd Injection,After 2nd Injection,2nd Round Ionto Issue,Touch Up Surgeon,Touch Up Status,Touch Up  Completed,Touch Up Weight After,Issue,Exudate Severity,Eye Affected,Eye Issue,Scabbing,CAM  Health Check Surgeon,CAM Go-NoGo Comments,CAM Go-NoGO ISI,CAM Health Check (7d post op),CAM Health Comments,Wellness Comments,inj1volperdepth,Inj1Volperpress,Inj1VirusStrain_rt,Inj2VirusStrain_rt,1stRoundInjComments,1stRoundInjectionComments,2ndRoundInjComments,2ndRoungInjectionComments,HP Surgeon Comments,HPSurgeonComments,Item Type,Path
"23 deg roll, 0 deg pitch",1280,476815HP+C Neuropixel style,Chelsea Nayan,7/18/2019,Peter Groblewski,visual behavior,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,7/15/2019,7/19/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Transgenic Characterization,Sst-IRES-Cre;Ai32,476815,Sst-IRES-Cre;Ai32-476815,02-004-70-1805,Female,5/31/2019,SWS 4,17.4,20,2,7,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.65,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Anterior,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,7/25/2019,,,,,,,,,,,,"​Window placement a bit more anterior since you can't really see the sinus. Dura from 12-5 o'clock and a very small clot around 7-8 o'clock due to drilling. Hopefully this mouse is okay! 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"23 deg roll, 0 deg pitch",1281,477901HP+C Neuropixel style,Robert Howard,7/18/2019,Peter Groblewski,visual behavior,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,7/15/2019,7/19/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Transgenic Characterization,Sst-IRES-Cre;Ai32,477901,Sst-IRES-Cre;Ai32-477901,02-004-71-1805,Female,6/5/2019,SWS 7,18.7,21.2,2,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.792,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,Moderate,Anterior,Moderate,Moderate,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,7/25/2019,,,,,,,,,,,,Difficult time in stopping  vascular bleeds lead to poor visibilty for most of durotomy,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"23 deg roll, 0 deg pitch",1282,478202HP+C Neuropixel style,Emily Gelfand,7/18/2019,Peter Groblewski,visual behavior,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,7/15/2019,7/19/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Transgenic Characterization,Sst-IRES-Cre;Ai32,478202,Sst-IRES-Cre;Ai32-478202,02-004-72-1805,Male,6/6/2019,SWS 4,22.9,26,1.25,25,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.503,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Mild,Central,None,Severe,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,7/25/2019,,,,,,,,,,,,"Pia damage at 11, 12, and 4 o'clock that bled like crazy. No gel foam stopped them and tried clearing them a lot but they just kept bleeding, and eventually bled under the pia forming a hematoma. Will hopefully clear. ​",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​lateral window
",1288,474732HP+C Neuropixel style,Jennifer Luviano,7/25/2019,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,7/22/2019,7/26/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,CB57BL6J,474732,CB57BL6J,02-004-76-1805,Male,5/20/2019,SWS 3,27.8,30.5,1.5,5,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.42,Select if applicable...,,,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Lateral,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,8/1/2019,,,,,,,,,,,,"5 degree rotation. Got pretty lateral, bigger animal.​",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"23 deg roll, 0 deg pitch",1302,477120HP+C Neuropixel style,Jennifer Luviano,7/22/2019,Peter Groblewski,Visual Behavior,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,7/22/2019,7/26/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Transgenic Characterization,Vip-IRES-Cre;Ai32,477120,Vip-IRES-Cre;Ai32-477120,02-004-73-1805,Male,6/1/2019,SWS 3,23.2,26.2,1.5,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.26,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,7/29/2019,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"23 deg roll, 0 deg pitch",1303,477121HP+C Neuropixel style,Kat North,7/23/2019,Peter Groblewski,Visual Behavior,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,7/22/2019,7/26/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Transgenic Characterization,Vip-IRES-Cre;Ai32,477121,Vip-IRES-Cre;Ai32-477121,,Select...,,SWS 1,,,,,Select...,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,7/30/2019,,,,,,,,,,,,"​Brain looks good but cage card/surgical info is missing
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"23 deg roll, 0 deg pitch",1304,477123HP+C Neuropixel style,Chelsea Nayan,7/25/2019,Peter Groblewski,Visual Behavior,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,7/22/2019,7/26/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Transgenic Characterization,Vip-IRES-Cre;Ai32,477123,Vip-IRES-Cre;Ai32-477123,02-004-77-1805,Female,6/1/2019,SWS 4,19,21,2.25,5,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.331,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,8/1/2019,,,,,,,,,,,,"​Surgery went well! Metabonding on the left side a bit jagged, but tried to make it as less jagged as possible with forceps. Recovery went well. 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"23 deg roll, 0 deg pitch",1305,477810HP+C Neuropixel style,Emily Gelfand,7/22/2019,Peter Groblewski,Visual Behavior,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,7/22/2019,7/26/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Transgenic Characterization,Pvalb-IRES-Cre;Ai32,477810,Pvalb-IRES-Cre;Ai32-477810,02-004-74-1805,Male,6/4/2019,SWS 4,23.4,26.8,1.5,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Severe,Mild,Central,None,None,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,7/29/2019,,,,,,,,,,,,2 o'clock vein dmg. Was hematoma but cleared fully as it was only under dura.​,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​lateral window
",1355,478760HP+C Neuropixel style,Jennifer Luviano,8/7/2019,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,8/5/2019,8/5/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,Vip-IRES-Cre;Ai32,478760,Vip-IRES-Cre;Ai32,02-004-79-1805,Female,6/8/2019,SWS 3,18.8,21.4,1.5,5,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.544,Select if applicable...,,,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Mild,Lateral,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,8/14/2019,,,,,,,,,,,,"Offset x:0.206, y: 0.557. aditional 5 degrees​",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​lateral window
",1356,479219HP+C Neuropixel style,Kat North,8/8/2019,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,8/5/2019,8/5/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,Vip-IRES-Cre;Ai32,479219,Vip-IRES-Cre;Ai32,02-004-80-1805,Male,6/10/2019,SWS 1,23.7,26.4,2.5,15,2,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.403,Select if applicable...,,,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Moderate,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,8/15/2019,,,,,,,,,,,,"​Sinus bleed was moderate but stopped quickly, not too much blood loss
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​23 deg roll, 0 deg pitch
",1403,480378HP+C Neuropixel style,Emily Gelfand,8/13/2019,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,8/12/2019,8/16/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Pvalb-IRES-Cre;Ai32,480378,Pvalb-IRES-Cre;Ai32-480378,02-004-81-1805,Female,6/17/2019,SWS 4,18.1,21,1.5,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.224,NA,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,Mild,Anterior,None,Moderate,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,8/20/2019,,,,,,,,,,,,​Small pia damage around 8-9 o'clock led to hematoma on left side. Slightly anterior.,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"23 deg roll, 0 deg pitch",1428,481112HP+C Neuropixel style,Nicole Hancock,8/19/2019,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,8/19/2019,8/23/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,481112,Sst-IRES-Cre;Ai32-481112,02-004-82-1805,Female,6/21/2019,SWS 5,17.6,20.4,1.2,5,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,3.996,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Mild,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,8/26/2019,,,,,,,,,,,,"​Some bleeding occured from coverslipping. Other than that surgery went very smoothly with not problems.
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,1489,484106HP+C Neuropixel style,Jackie Swapp,8/29/2019,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,8/26/2019,8/30/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,C57BL6J(VB),484106,C57BL6J(VB),02-004-84-1805,Male,7/6/2019,SWS 1,20.4,22.3,2,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.116,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,Mild,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/5/2019,,,,,,,,,,,,​Mild bruising at 9 oclock,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​23 deg roll, 0 deg pitch
",1503,482019HP+C Neuropixel style,Chelsea Nayan,8/27/2019,Josh Siegle,severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,8/26/2019,8/30/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,482019,Vip-IRES-Cre;Ai32-482019,02-004-83-1805,Female,6/26/2019,SWS 4,20.7,23,2.5,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.596,NA,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,Select...,Mild,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/3/2019,,,,,,,,,,,,"​Dura from 2-9 o'clock. There is a small laceration from the dura probe (due to  using a sharp new one) around the middle towards the 7-8 o'clock position which caused bleeding and a clot to form. Hopefully this will heal up. Recovery took a lot longer then expected. 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​23 deg roll, 0 deg pitch
",1523,485051HP+C Neuropixel style,Nicole Hancock,9/3/2019,Josh Siegle,severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/2/2019,9/6/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL/6J,485051,C57BL/6J-485051,02-004-85-1805,Female,7/8/2019,Select...,15.4,17.9,2,5,Select...,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,3.324,NA,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Mild,Central,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/10/2019,,,,,,,,,,,,"​Vessel attachment at 3:00, mild hematoma at 12:00. Surgery went well.
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​lateral window - surgery ended up not being lateral
",1536,486622HP+C Neuropixel style,Kat North,9/4/2019,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/2/2019,9/6/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,C57BL6J (VB),486622,C57BL6J (VB),02-004-86-1805,Male,7/20/2019,SWS 1,22.3,25.1,2,10,1.75,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.357,Select if applicable...,,,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/11/2019,,,,,,,,,,,,"​Surgery went well
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​lateral window
",1557,486632HP+C Neuropixel style,Kat North,9/12/2019,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/9/2019,9/13/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,C57BL6J (VB),486632,C57BL6J (VB),02-004-89-1805,Male,7/20/2019,SWS 1,22.1,25.1,3,15,1.75,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.727,Select if applicable...,,,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Lateral,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/19/2019,,,,,,,,,,,,"​Lateral went well, offset is 5 degrees, .45 lateral, .20 posterior
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"23 deg roll, 0 deg pitch",1567,487460HP+C Neuropixel style,Jackie Swapp,9/10/2019,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/9/2019,9/13/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,487460,Sst-IRES-Cre;Ai32-487460,02-004-88-1805,Male,7/25/2019,SWS 1,24.4,27.2,2,5,Select...,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.465,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/17/2019,,,,,,,,,,,,​#FLAWLESS AND the dang building was shaking during my C+D portion,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"23 deg roll, 0 deg pitch",1568,487461HP+C Neuropixel style,Andy Cho,9/9/2019,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/9/2019,9/13/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,487461,Sst-IRES-Cre;Ai32-487461,02-004-87-1805,Male,7/25/2019,SWS 6,24.3,27.3,0.75,14,1.25,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.531,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Partial,None,None,Central,None,None,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/16/2019,,,,,,,,,,,,"​Mild lac at 9 oclock position. Dura left over vessel attatchment at 4 o clock. 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"Details were discussed with Ali and Pete. Position the ""horizontal bar"" headpost using the lambda or bregma stylus. Attach the ""low profile"" well (obtained from Ethan) and fill gaps with metabond. No craniotomy. Cover skull with thin layer of clear metabond and then qwikcast.
",1598,486635Custom,Kat North,9/24/2019,Sam Gale,Sam Gale,Custom,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/23/2019,9/27/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,C57BL6J (VB),486635,C57BL6J (VB),02-004-90-1805,Female,7/20/2019,SWS 1,18.4,21.2,1.5,5,1.5,Select...,Center,4.566,Select if applicable...,,,,Select...,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,10/1/2019,,,,,,,,,,,,"​The custom stylus makes it so that you have to angle your scope a lot to see the end of it

Headframe bar sits very posterior and makes minimal contact with the skull but can be filled in with clear metabond

Well was seated correctly

Skin removal was good but not ideal, will adjust next time to accommodate the well size

Overall surgery went well!
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​Same as surgery done by Kat on 9/24. Custom head post with horizontal bar and Ethan's shallow well. No craniotomy. Cover skull with clear metabond and then qwikcast.
",1646,490193Custom,Kat North,9/30/2019,Sam Gale,Sam Gale,Custom,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/30/2019,10/4/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,C57BL6J (VB),490193,C57BL6J (VB),02-004-91-1805,Male,8/11/2019,SWS 1,23.2,24.7,1,5,1.75,Neuropixel-style headframe (0160-100-10/0160-200-36),Center,4.293,Select if applicable...,,,5mm,Select...,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,10/7/2019,,,,,,,,,,,,"​Surgery went well​

",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
